Wavelength[nm],R,G1,G2,B
723,0.0010524864122118077,0.0007144871930204185,0.0007411508649235492,8.655270642942591e-05
724,0.0010085398791924033,0.0006771667621978017,0.0007014946758571138,8.104555845382255e-05
725,0.0009645933461729987,0.0006398463313751848,0.0006618384867906783,7.55384104782192e-05
726,0.0009177628563850042,0.0006019776355676346,0.0006208847425226358,7.184470417184804e-05
727,0.0008709323665970097,0.0005641089397600845,0.0005799309982545932,6.815099786547687e-05
728,0.0008241018768090152,0.0005262402439525344,0.0005389772539865507,6.445729155910571e-05
729,0.0007812178166121681,0.0004964103173874697,0.0005078930960985339,6.021766281442387e-05
730,0.0007383337564153211,0.0004665803908224049,0.00047680893821051715,5.597803406974203e-05
731,0.000695449696218474,0.00043675046425734016,0.0004457247803225004,5.173840532506019e-05
732,0.0006647300065002798,0.0004229715888419702,0.00043341260885769537,4.831613805109619e-05
733,0.0006340103167820857,0.00040919271342660025,0.0004211004373928904,4.4893870777132196e-05
734,0.0006032906270638914,0.0003954138380112303,0.00040878826592808537,4.14716035031682e-05
735,0.0006044891760955644,0.00039521224941005477,0.00041023987814760467,4.2806170199248205e-05
736,0.0006056877251272375,0.00039501066080887924,0.0004116914903671239,4.414073689532821e-05
737,0.0006068862741589105,0.0003948090722077037,0.0004131431025866432,4.547530359140822e-05
738,0.0006309471311146758,0.00040548026150006515,0.0004282627337776006,4.7267357406937155e-05
739,0.0006550079880704413,0.0004161514507924265,0.000443382364968558,4.90594112224661e-05
740,0.0006790688450262067,0.00042682264008478795,0.0004585019961595154,5.0851465037995035e-05
741,0.0007241994200622145,0.0004563979073744701,0.00048464095829954475,5.239222273878142e-05
742,0.0007693299950982223,0.0004859731746641523,0.0005107799204395741,5.39329804395678e-05
743,0.0008144605701342301,0.0005155484419538344,0.0005369188825796034,5.547373814035419e-05
744,0.0008598355539731707,0.0005451956698623083,0.0005694482653737423,5.606327204664011e-05
745,0.0009052105378121113,0.0005748428977707822,0.000601977648167881,5.665280595292603e-05
746,0.0009505855216510519,0.000604490125679256,0.0006345070309620198,5.724233985921196e-05
747,0.0009625104550592449,0.0006192715532849184,0.0006492954251480257,5.649095826159004e-05
748,0.0009744353884674379,0.0006340529808905809,0.0006640838193340315,5.573957666396813e-05
749,0.000986360321875631,0.0006488344084962433,0.0006788722135200373,5.4988195066346217e-05
750,0.0009493196871562709,0.0006287050041075274,0.000659607685540751,5.853667210465827e-05
